id,model,config,task_id,failure_mode,auto_detected_patterns,test_code,error_output_summary,root_cause_category,specific_issue,proximity_to_success,recurring_pattern,notes
55,gemma-3-4b-it,"One-Step, T=0.0",24238,Runtime,Import error; Missing module,"def test_peek_filelike_length():
    with patch('__builtins__.open', new_callable=MagicMock) as mock_open:
        mock_open.return_value.__enter__.return_value = MagicMock()
        mock_open.return_value.__exit__.return_value = MagicMock()
        mock_open.return_value.fileno.return_value = 1
        mock_open.return_value.seek.return_value = 0
        mock_open.return_value.tell.return_value = 0
        mock_open.return_value.st_size = 10
        stream = mock_open.return_value
        assert solution.peek_filelike_length(stream) == 10","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
en:
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:37: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
C:\Program Files\Python312\Lib\unittest\mock.py:1451: in __enter__
    self.target = self.getter()
        
... [TRUNCATED] ...
 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

name = '__builtins__', import_ = <function _gcd_import at 0x000002C81B80C0E0>

>   ???
E   ModuleNotFoundError: No module named '__builtins__'

<frozen importlib._bootstrap>:1324: ModuleNotFoundError
=========================== short test summary info ===========================
FAILED test_generated.py::test_peek_filelike_length_line30 - ModuleNotFoundEr...
============================== 1 failed in 0.33s ==============================",MockingError,Test attempts to patch __builtins__.open but uses the wrong module name (builtins should be used instead of __builtins__).,near,,
56,gemma-3-4b-it,"Two-Step, T=0.0",65215,Runtime,Import error,"import unittest
from unittest.mock import patch, MagicMock
from typing import FilePath, BaseBufferT

class FilePath:
    pass

class Solution:
    def stringify_path(self,
        filepath_or_buffer: FilePath | BaseBufferT,
        convert_file_like: bool = False
    ) -> str | BaseBufferT:
        """"""
        Attempt to convert a path-like object to a string.
        """"""
        if not convert_file_like and is_file_like(filepath_or_buffer):
            # GH 38125: some fsspec objects implement os.PathLike but have already opened a
            # file. This prevents opening the file a second time. infer_compression calls
            # this function with convert_file_like=True to infer the compression.
            return cast(BaseBufferT, filepath_or_buffer)
        if isinstance(filepath_or_buffer, os.PathLike):
            filepath_or_buffer = filepath_or_buffer.__fspath__()
        return _expand_user(filepath_or_buffer)

def _expand_user(filepath_or_buffer):
    return str(filepath_or_buffer)

class TestStringifyPath(unittest.TestCase):
    def test_stringify_path(self):
        solution = Solution()
        mock_filepath = MagicMock()
        mock_filepath.name = ""test_path""
        mock_filepath.chroot = MagicMock()
        mock_filepath.expanduser = MagicMock()

        result = solution.stringify_path(mock_filepath)
        self.assertEqual(result, ""test_path"")","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
:\Users\cbark\AppData\Local\Temp\eval_65215_dt5tkwh5\test_generated.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
C:\Program Files\Python312\Lib\importlib\__init__.py:90: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
test_generated.py:38: in <module>
    from typing import FilePath, BaseBufferT
E   ImportError: cannot import name 'FilePath' from 'typing' (C:\Program Files\Python312\Lib\typing.py)
=========================== short test summary info ===========================
ERROR test_generated.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
============================== 1 error in 1.46s ===============================",APIHallucination,"Test attempts to import FilePath and BaseBufferT from the typing module, but they do not exist there.",near,,
57,gemma-3-4b-it,"Two-Step, T=0.0",67890,Runtime,Incomplete test structure,"from unittest.mock import patch, MagicMock
import pytest

def test_xxhash():
    with patch('__main__._xxhash_digest', MagicMock(return_value=b'')) as mock_digest:
        solution = Solution()
        assert solution.xxhash([1, 2, 3]) == b''","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
t:
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:40: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
C:\Program Files\Python312\Lib\unittest\mock.py:1467: in __enter__
    original, local = self.get
... [TRUNCATED] ...
      AttributeError: <module 'pytest.__main__' from 'C:\\Repos\\slm-python-unit-test-benchmark\\venv\\Lib\\site-packages\\pytest\\__main__.py'> does not have the attribute '_xxhash_digest'

C:\Program Files\Python312\Lib\unittest\mock.py:1437: AttributeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_xxhash_line13 - AttributeError: <module 'pytes...
============================== 1 failed in 0.31s ==============================",MockingError,"Test attempts to patch _xxhash_digest on __main__, but it is not available in the pytest runner's __main__ module.",near,patching main target,
58,gemma-3-4b-it,"One-Step, T=0.0",46427,Runtime,Possible API hallucination,"import unittest
from unittest.mock import patch
import datetime as dt

class Solution:
    def naturalday(self, value: dt.date | dt.datetime, format: str = ""%b %d"") -> str:
        """"""Return a natural day.

        For date values that are tomorrow, today or yesterday compared to
        present day return representing string. Otherwise, return a string
        formatted according to `format`.

        """"""
        import datetime as dt

        try:
            value = dt.date(value.year, value.month, value.day)
        except AttributeError:
            # Passed value wasn't date-ish
            return str(value)
        except (OverflowError, ValueError):
            # Date arguments out of range
            return str(value)
        delta = value - dt.date.today()

        if delta.days == 0:
            return _(""today"")

        if delta.days == 1:
            return _(""tomorrow"")

        if delta.days == -1:
            return _(""yesterday"")

        return value.strftime(format)

def test_naturalday():
    solution = Solution()
    mock_gettext = MagicMock()
    with patch('__main__.Solution._', mock_gettext):
        result = solution.naturalday(dt.date(2023, 10, 26))
        assert result == ""Oct 26""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
'__main__.Solution._', mock_gettext):
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:69: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
C:\Program Files\Python312\Lib\unittest\mock.py:1451: in __enter__
    self.targe
... [TRUNCATED] ...
      result = mod
        for p in parts:
>           result = getattr(result, p)
                     ^^^^^^^^^^^^^^^^^^
E           AttributeError: module '__main__' has no attribute 'Solution'

C:\Program Files\Python312\Lib\pkgutil.py:528: AttributeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_naturalday_line23 - AttributeError: module '__...
============================== 1 failed in 0.32s ==============================",MockingError,"Test attempts to patch a method on __main__.Solution, but Solution is not located in __main__ during pytest execution.",near,patching main target,
59,gemma-3-4b-it,"One-Step, T=0.0",92301,Runtime,Needs manual review,"import unittest
from unittest.mock import patch, MagicMock
from collections.abc import Callable
from typing import Any

class Solution:
    def get_hash_fn_by_name(self, hash_fn_name: str) -> Callable[[Any], bytes]:
        """"""Get a hash function by name, or raise an error if the function is not found.

        Args:
            hash_fn_name: Name of the hash function.

        Returns:
            A hash function.
        """"""
        if hash_fn_name == ""sha256"":
            return sha256
        if hash_fn_name == ""sha256_cbor"":
            return sha256_cbor
        if hash_fn_name == ""xxhash"":
            return xxhash
        if hash_fn_name == ""xxhash_cbor"":
            return xxhash_cbor

        raise ValueError(f""Unsupported hash function: {hash_fn_name}"")

def test_get_hash_fn_by_name():
    solution = Solution()
    with patch('__main__.sha256', MagicMock()), \
            patch('__main__.sha256_cbor', MagicMock()), \
            patch('__main__.xxhash', MagicMock()), \
            patch('__main__.xxhash_cbor', MagicMock()):
        with unittest.mock.patch('__main__.ValueError') as mock_value_error:
            mock_value_error.side_effect = ValueError(
                ""Unsupported hash function: invalid_hash"")
            assert solution.get_hash_fn_by_name(""invalid_hash"") == ValueError(
                ""Unsupported hash function: invalid_hash"")","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
ck()), patch('__main__.sha256_cbor', MagicMock()), patch('__main__.xxhash', MagicMock()), patch('__main__.xxhash_cbor', MagicMock()):
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:64: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
... [TRUNCATED] ...
)
E           AttributeError: <module 'pytest.__main__' from 'C:\\Repos\\slm-python-unit-test-benchmark\\venv\\Lib\\site-packages\\pytest\\__main__.py'> does not have the attribute 'sha256'

C:\Program Files\Python312\Lib\unittest\mock.py:1437: AttributeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_hash_fn_by_name_line19 - AttributeError: <...
============================== 1 failed in 0.24s ==============================",MockingError,"Test attempts to patch sha256 on __main__, which does not exist in the pytest execution context.",near,patching main target,
60,gemma-3-4b-it,"Two-Step, T=0.0",42659,Runtime,Needs manual review,"import unittest
from unittest.mock import patch, MagicMock

class Solution:  #23
    def get_environ_proxies(self, url, no_proxy=None):  #24
        """"""  #25
        Return a dict of environment proxies.  #26
  #27
        :rtype: dict  #28
        """"""  #29
        if should_bypass_proxies(url, no_proxy=no_proxy):  #30
            return {}  #31
        else:  #32
            return getproxies()  #33

def should_bypass_proxies(url, no_proxy=None):
    parsed_url = urlparse(url)
    if parsed_url.netloc == ""localhost"":
        return True
    return False

def test_get_environ_proxies():
    solution = Solution()
    with patch('__main__.should_bypass_proxies') as mock_bypass:
        mock_bypass.return_value = True
        assert solution.get_environ_proxies(""http://localhost"") == {}","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
oxies') as mock_bypass:
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:60: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
C:\Program Files\Python312\Lib\unittest\mock.py:1467: in __enter__
    original, local = self.get_
... [TRUNCATED] ...
ttributeError: <module 'pytest.__main__' from 'C:\\Repos\\slm-python-unit-test-benchmark\\venv\\Lib\\site-packages\\pytest\\__main__.py'> does not have the attribute 'should_bypass_proxies'

C:\Program Files\Python312\Lib\unittest\mock.py:1437: AttributeError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_environ_proxies_line30 - AttributeError: <...
============================== 1 failed in 0.39s ==============================",MockingError,"Test attempts to patch should_bypass_proxies on __main__, which does not exist.",near,patching main target,
61,Ministral-3-3B-Reasoning-2512,"One-Step, T=0.0",36011,Runtime,Import error,"def test_set_encoder():
    from __future__ import annotations
    from unittest.mock import patch, MagicMock
    from .encoder import Encoder
    from .broker import get_broker
    from .composition import pipeline
    from .results import ResultBackend

    with patch('__main__.get_broker', return_value=MagicMock()) as mock_get_broker, \
         patch('__main__.pipeline', return_value=MagicMock()) as mock_pipeline, \
         patch('__main__.ResultBackend', return_value=MagicMock()) as mock_ResultBackend:

        mock_encoder = MagicMock(spec=Encoder)
        solution.set_encoder(mock_encoder)

        assert mock_encoder == global_encoder","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
val_36011_fhqfg79m
plugins: anyio-4.12.0, cov-5.0.0
collecting ... collected 1 item

test_generated.py::test_set_encoder_line1 FAILED                         [100%]

================================== FAILURES ===================================
___________________________ test_set_encoder_line1 ____________________________

    def test_set_encoder_line1():
        from unittest.mock import patch, MagicMock
>       from .encoder import Encoder
E       ImportError: attempted relative import with no known parent package

test_generated.py:38: ImportError
=========================== short test summary info ===========================
FAILED test_generated.py::test_set_encoder_line1 - ImportError: attempted rel...
============================== 1 failed in 0.24s ==============================",EnvironmentMismatch,"Test attempts to use a relative import, which fails because the test script is executed as a top-level script in a temporary directory.",near,relative import error,
62,Ministral-3-3B-Reasoning-2512,"Two-Step, T=0.0",15497,Runtime,Needs manual review,"def test_get_weekday_index():
    solution = Solution()
    assert solution.get_weekday_index(""Monday"") == 0
    assert solution.get_weekday_index(""tuesday"") == 1
    assert solution.get_weekday_index(""FRIDAY"") == 4
    assert solution.get_weekday_index(""sunday"") == 6
    assert solution.get_weekday_index(""invalid"") == ValueError","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
ne15():
        solution = Solution()
>       assert solution.get_weekday_index('Monday') == 0
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

test_generated.py:38: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <under_test.Solution object at 0x00000245CA50E480>, weekday = 'Monday'

    def get_weekday_index(self, weekday: str) -> int:
        try:
>           return WEEKDAYS.index(weekday.lower())
                   ^^^^^^^^
E           NameError: name 'WEEKDAYS' is not defined

under_test.py:35: NameError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_weekday_index_line15 - NameError: name 'WE...
============================== 1 failed in 0.31s ==============================",MissingDefinition,Test fails because the module-level constant WEEKDAYS is missing from the test execution environment.,near,missing WEEKDAYS,
63,Ministral-3-3B-Reasoning-2512,"Two-Step, T=0.0",54275,Runtime,Needs manual review,"def test_cleanup_disk_space():
    solution = Solution()
    # Mock the existence of at least one path in paths_to_clear
    with patch('os.path.exists', return_value=True) as mock_exists, \
         patch('shutil.rmtree', side_effect=subprocess.CalledProcessError(1, ""Command failed"")) as mock_rmtree, \
         patch('os.makedirs', side_effect=subprocess.CalledProcessError(1, ""Command failed"")) as mock_makedirs, \
         patch('os.system', side_effect=subprocess.CalledProcessError(1, ""Command failed"")) as mock_sync:
        # Set the paths to clear to include one that exists
        solution.paths_to_clear = [""/workspace/huggingface_cache/hub""]
        # Call the method and check the output
        result = solution.cleanup_disk_space()
        # Verify that the method was called with the correct paths
        mock_exists.assert_called_with(""/workspace/huggingface_cache/hub"")
        mock_rmtree.assert_called_with(""/workspace/huggingface_cache/hub"")
        mock_makedirs.assert_called_with(""/workspace/huggingface_cache/hub"", exist_ok=True)
        mock_sync.assert_called_with(""sync"")","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
lue=True) as mock_exists, patch('shutil.rmtree', side_effect=subprocess.CalledProcessError(1, 'Command failed')) as mock_rmtree, patch('os.makedirs', side_effect=subprocess.CalledProcessError(1, 'Command failed')) as mock_makedirs, patch('os.system', side_effect=subprocess.Calle
... [TRUNCATED] ...
1.
WARNING  root:under_test.py:43 Error cleaning /root/.cache/vllm: Command 'Command failed' returned non-zero exit status 1.
WARNING  root:under_test.py:43 Error cleaning /root/.cache/huggingface/hub: Command 'Command failed' returned non-zero exit status 1.
=========================== short test summary info ===========================
FAILED test_generated.py::test_cleanup_disk_space_line24 - subprocess.CalledP...
============================== 1 failed in 0.28s ==============================",SemanticMisunderstanding,"Test sets a mock to raise CalledProcessError for shutil.rmtree, but the function under test does not catch this exception, causing the test to fail.",near,,
64,Ministral-3-3B-Reasoning-2512,"Two-Step, T=0.0",68859,Runtime,Needs manual review,"def test_get_activation():
    solution = Solution()
    with patch('transformers.utils.import_utils.is_torchdynamo_compiling', return_value=False):
        try:
            solution.get_activation(""tanh"")
        except KeyError as e:
            assert str(e) == f""function tanh not found in ACT2FN mapping {list(ACT2FN.keys())}""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
       with patch('transformers.utils.import_utils.is_torchdynamo_compiling', return_value=False):
            try:
>               solution.get_activation('tanh')

test_generated.py:40: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <under_test.Solution object at 0x00000210D540DB50>
activation_string = 'tanh'

    def get_activation(self, activation_string):
>       if activation_string in ACT2FN:
                                ^^^^^^
E       NameError: name 'ACT2FN' is not defined

under_test.py:23: NameError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_activation_line12 - NameError: name 'ACT2F...
============================== 1 failed in 4.60s ==============================",MissingDefinition,Test fails because the module-level dictionary ACT2FN is missing from the scope of the function under test.,near,missing ACT2FN,
65,Ministral-3-3B-Reasoning-2512,"Two-Step, T=0.0",92186,Runtime,Import error,"def test_get_encoder():
    from .encoder import global_encoder
    solution = Solution()
    assert solution.get_encoder() == global_encoder","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
ootdir: C:\Users\cbark\AppData\Local\Temp\eval_92186_j58jaejp
plugins: anyio-4.12.0, cov-5.0.0
collecting ... collected 1 item

test_generated.py::test_get_encoder_line20 FAILED                        [100%]

================================== FAILURES ===================================
___________________________ test_get_encoder_line20 ___________________________

    def test_get_encoder_line20():
>       from .encoder import global_encoder
E       ImportError: attempted relative import with no known parent package

test_generated.py:37: ImportError
=========================== short test summary info ===========================
FAILED test_generated.py::test_get_encoder_line20 - ImportError: attempted re...
============================== 1 failed in 0.23s ==============================",EnvironmentMismatch,Test attempts a relative import which fails in the pytest execution context.,near,relative import error,
66,Ministral-3-3B-Reasoning-2512,"One-Step, T=0.0",46905,Runtime,Needs manual review,"def test_check_X_y():
    solution=Solution()
    with patch('sklearn.utils.validation.check_array') as mock_check_array, \
         patch('sklearn.utils.validation._check_y') as mock_check_y, \
         patch('sklearn.utils.validation.check_consistent_length') as mock_check_consistent_length:
        mock_check_array.return_value = np.array([[1, 2], [3, 4], [5, 6]])
        mock_check_y.return_value = np.array([1, 2, 3])
        mock_check_consistent_length.return_value = True
        try:
            solution.check_X_y(None, [1, 2, 3], estimator=""dummy_estimator"")
        except ValueError as e:
            assert str(e) == ""dummy_estimator requires y to be passed, but the target y is None""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
ay') as mock_check_array, patch('sklearn.utils.validation._check_y') as mock_check_y, patch('sklearn.utils.validation.check_consistent_length') as mock_check_consistent_length:
            mock_check_array.return_value = np.array([[1, 2], [3, 4], [5, 6]])
            mock_check_
... [TRUNCATED] ...
,
            ensure_min_samples=ensure_min_samples,
            ensure_min_features=ensure_min_features,
            estimator=estimator,
            input_name=""X"",
        )
E       NameError: name 'check_array' is not defined

under_test.py:175: NameError
=========================== short test summary info ===========================
FAILED test_generated.py::test_check_X_y_line155 - NameError: name 'check_arr...
============================== 1 failed in 2.71s ==============================",MissingDefinition,Test fails because the external dependency check_array was not imported or defined in the module scope of the function under test.,near,,
67,Ministral-3-3B-Reasoning-2512,"Two-Step, T=0.0",22716,Assertion,Value mismatch,"def test_strip_url():
    solution = Solution()
    assert solution.strip_url(""http://example.com:80/path?query=1#frag"", strip_default_port=True) == ""http://example.com/path?query=1#frag""","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
_____________ test_strip_url_line34 ____________________________

    def test_strip_url_line34():
        solution = Solution()
>       assert solution.strip_url('http://example.com:80/path?query=1#frag', strip_default_port=True) == 'http://example.com/path?query=1#frag'
E       AssertionError: assert 'http://examp.../path?query=1' == 'http://examp...?query=1#frag'
E         
E         - http://example.com/path?query=1#frag
E         ?                                -----
E         + http://example.com/path?query=1

test_generated.py:38: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_strip_url_line34 - AssertionError: assert 'htt...
============================== 1 failed in 0.94s ==============================",IncorrectAssertion,"Test asserts that the fragment is kept, but strip_url strips the fragment by default.",high,YES,
68,Ministral-3-3B-Reasoning-2512,"Two-Step, T=0.0",63159,Assertion,Value mismatch,"def test_run_cosmic_ray_analysis():
    solution = Solution()
    source_code_str = """"""
def add(a, b):
    return a + b
""""""
    test_code_str = """"""
import unittest
from unittest.mock import patch, MagicMock

class TestAdd(unittest.TestCase):
    @patch('add')
    def test_add(self, mock_add):
        mock_add.return_value = 5
        self.assertEqual(add(2, 3), 5)
""""""
    result = solution.run_cosmic_ray_analysis(
        source_code_str,
        test_code_str,
        per_test_timeout=10,
        overall_timeout=600
    )
    assert result[""mutation_score""] == 100.0
    assert result[""total_mutants""] > 0
    assert result[""killed_mutants""] == result[""total_mutants""]
    assert result[""survived_mutants""] == 0","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
       source_code_str = '\ndef add(a, b):\n    return a + b\n'
        test_code_str = ""\nimport unittest\nfrom unittest.mock import patch, MagicMock\n\nclass TestAdd(unittest.TestCase):\n    @patch('add')\n    def test_add(self, mock_add):\n        mock_add.return_value = 5\n        self.assertEqual(add(2, 3), 5)\n""
        result = solution.run_cosmic_ray_analysis(source_code_str, test_code_str, per_test_timeout=10, overall_timeout=600)
>       assert result['mutation_score'] == 100.0
E       assert 50.0 == 100.0

test_generated.py:41: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_run_cosmic_ray_analysis_line48 - assert 50.0 =...
============================= 1 failed in 22.41s ==============================",IncorrectAssertion,"Test asserts that the mutation score will be 100.0, but the mocked behavior results in a score of 50.0.",high,,
69,Ministral-3-3B-Reasoning-2512,"One-Step, T=0.0",51632,Assertion,Value mismatch,"def test_escape_ajax():
    solution = Solution()
    with patch('warnings.warn') as mock_warn, \
         patch('urllib.parse.urldefrag') as mock_urldefrag, \
         patch('w3lib.url.add_or_replace_parameter') as mock_add_or_replace_parameter:
        mock_urldefrag.return_value = ('www.example.com/ajax.html', '')
        mock_add_or_replace_parameter.return_value = 'www.example.com/ajax.html?_escaped_fragment_='
        result = solution.escape_ajax('www.example.com/ajax.html#!')
        assert result == 'www.example.com/ajax.html?_escaped_fragment_='
        mock_warn.assert_called_once_with(""escape_ajax() is deprecated and will be removed in a future Scrapy version."", ScrapyDeprecationWarning, stacklevel=2)","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
ch('urllib.parse.urldefrag') as mock_urldefrag, patch('w3lib.url.add_or_replace_parameter') as mock_add_or_replace_parameter:
            mock_urldefrag.return_value = ('www.example.com/ajax.html', '')
            mock_add_or_replace_parameter.return_value = 'www.example.com/aja
... [TRUNCATED] ...
st_generated.py:41: ScrapyDeprecationWarning: escape_ajax() is deprecated and will be removed in a future Scrapy version.
    result = solution.escape_ajax('www.example.com/ajax.html#!')

-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
=========================== short test summary info ===========================
FAILED test_generated.py::test_escape_ajax_line43 - AssertionError: Expected ...
======================== 1 failed, 1 warning in 0.89s =========================",MockingError,"Test patches warnings.warn but the warning is still emitted, indicating the patch target was incorrect or bypassed by the actual implementation.",near,,
70,Ministral-3-3B-Reasoning-2512,"Two-Step, T=0.0",90722,Assertion,Value mismatch,"def test_sha256():
    solution = Solution()
    assert solution.sha256(42) == hashlib.sha256(pickle.dumps(42)).digest()","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
 solution = Solution()
>       assert solution.sha256(42) == hashlib.sha256(pickle.dumps(42)).digest()
E       assert b""\xb7\xc8\xa...^\xd2\x91\xea"" == b""\x81\x97o\x...f5QL\r\xa0#[T""
E         
E         At index 0 diff: b'\xb7' != b'\x81'
E         
E         Full diff:
E         - (b""\x81\x97o\xef\x9f\xe3O\x8fdF\x97\x92\xf2s`\xd1\x17\x81\xb9'(\x04\x19\xc5""
E         -  b'\xf5QL\r\xa0#[T')
E         + (b'\xb7\xc8\xa7\xbf\x82/+\xdfz\xa1\x18O\xc9)0\xc5\x99\x1e\x80b\x00~\x07\\'
E         +  b""\x07!\x01'^\xd2\x91\xea"")

test_generated.py:38: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_sha256_line24 - assert b""\xb7\xc8\xa...^\xd2\x...
============================== 1 failed in 0.16s ==============================",IncorrectAssertion,"Test asserts a hash mismatch because it serializes the input using the default pickle protocol, whereas the function uses HIGHEST_PROTOCOL.",high,YES,
71,Ministral-3-3B-Reasoning-2512,"One-Step, T=0.0",95673,Assertion,Value mismatch,"def test_generate_unique_id():
    solution = Solution()
    with patch('uuid.uuid4', return_value='123e4567-e89b-12d3-a456-426614174000') as mock_uuid4:
        assert solution.generate_unique_id() == '123e4567-e896-12d3-a456-426614174000'","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
nique_id_line16():
        solution = Solution()
        with patch('uuid.uuid4', return_value='123e4567-e89b-12d3-a456-426614174000') as mock_uuid4:
>           assert solution.generate_unique_id() == '123e4567-e896-12d3-a456-426614174000'
E           AssertionError: assert '123e4567-e89...-426614174000' == '123e4567-e89...-426614174000'
E             
E             - 123e4567-e896-12d3-a456-426614174000
E             ?             ^
E             + 123e4567-e89b-12d3-a456-426614174000
E             ?             ^

test_generated.py:39: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_generate_unique_id_line16 - AssertionError: as...
============================== 1 failed in 0.23s ==============================",IncorrectAssertion,Test asserts an expected UUID string but has a hardcoded typo (e896 instead of e89b) in the expected value.,high,,
72,Ministral-3-3B-Reasoning-2512,"One-Step, T=0.0",22716,Assertion,Value mismatch; Unexpected None,"def test_strip_url():
    solution = Solution()
    with patch('w3lib.url.add_or_replace_parameter', return_value=None), \
         patch('w3lib.url.any_to_uri', return_value=None), \
         patch('w3lib.url.parse_url', return_value=ParseResult(scheme='http', netloc='user:pass@localhost:80', path='/path', params='', query='?q=1', fragment='#frag')):
        assert solution.strip_url('http://user:pass@localhost:80/path?q=1#frag') == 'http://localhost:80/path?q=1#farg'","============================= test session starts =============================
platform win32 -- Python 3.12.10, pytest-8.4.2, pluggy-1.6.0 -- C:\Rep
... [TRUNCATED - showing end] ...
parse_url', return_value=ParseResult(scheme='http', netloc='user:pass@localhost:80', path='/path', params='', query='?q=1', fragment='#frag')):
>           assert solution.strip_url('http://user:pass@localhost:80/path?q=1#frag') == 'http://localhost:80/path?q=1#farg'
E           AssertionError: assert 'http://localhost/path?q=1' == 'http://local...path?q=1#farg'
E             
E             - http://localhost:80/path?q=1#farg
E             ?                 ---         -----
E             + http://localhost/path?q=1

test_generated.py:39: AssertionError
=========================== short test summary info ===========================
FAILED test_generated.py::test_strip_url_line34 - AssertionError: assert 'htt...
============================== 1 failed in 0.82s ==============================",IncorrectAssertion,"Test expects the port and a hallucinated/typo'd fragment (#farg) to be retained, but the function strips the port and fragment.",moderate,YES,
